titulo;nome;desc;cargo_deleg;org;org_detalhe;cargo_org;conf;pais;nline;fonte;id_org_dupla
Ms.;Magna Luduvice;"Ozone Unit Officer
National Ozone Unit
Department of Climate Change
Ministry of the Environment
Esplanada dos Ministérios
Bloco B, 8° Andar, sala 845
Brasilia DF 70068-900
Brazil";NA;Ministry of the Environment;Department of Climate Change, National Ozone Unit;Unit Officer;MP, MOP22;Brazil;1;Lista transcrita pelo secretariado;1399
Ms.;Tatiana Maria Zanette;"Environmental Analyst
National Ozone Unit
Department of Climate Change
Ministry of the Environment
Esplanada dos Ministérios
Bloco B, 8° Andar, sala 845
Brasilia DF 70068-900
Brazil";NA;Ministry of the Environment;Department of Climate Change, National Ozone Unit;Environmental Analyst;MP, MOP22;Brazil;2;Lista transcrita pelo secretariado;1399
Mr.;Tulio Cesar Mourthe de Alvim Andrade;"Diplomat
Department of Environment and Special Themes
Ministry of External Relations
Esplanada dos Ministérios
Brasilia DF 70068-900
Brazil";NA;MRE;Departamento de Meio Ambiente e Temas Especiais;NA;MP, MOP22;Brazil;3;Lista transcrita pelo secretariado;3356
Mr.;João Carlos de Oliveira;"Division of Environmental Policy and
Development
Ministry of the Environment
Brasilia SQ 53449-291
Brazil";NA;MRE;Divisão de Política Ambiental e Desenvolvimento Sustentável;NA;MP, MOP22;Brazil;4;Lista transcrita pelo secretariado;3324
Ms.;Darly Henriques da Silva;"General Coordinator
Meteorology and Climate Policies and Program
of R & D
Ministry of Science and Technology
Esplanada dos Ministerios
Bloco E, 2° andar
Brasilia-DF 70067-900
Brazil";NA;Ministério da Ciência e Tecnologia;Secretaria de Políticas e Programas de Pesquisa e Desenvolvimento, Coordenação de Políticas de Clima e Meteorologia;General Coordinator;MP, MOP22;Brazil;5;Lista transcrita pelo secretariado;3357
Ms.;Miriam Potzernheim;"Environmental Analyst
Directory of Environmental Quality, IBAMA
Brazilian Federal Environmental Agency
SCEN Trecho 2 - Ed. Sede
Bloco C,1° andar
Brasilia-DF 70000
Brazil";NA;IBAMA;Diretoria de Qualidade Ambiental;Environmental Analyst;MP, MOP22;Brazil;6;Lista transcrita pelo secretariado;3330
Mr.;Paulo Rogério Gonçalves;"Head of Cabinet 
Secretariat of Climate Change and Environmental Quality 
Ministry of Environment 
Eplanada dos Ministerios, Bloco """"B"""" - 8° andar 
Brasilia DF 70068-900 
Brazil";NA;MMA;Secretaria de Mudanças Climáticas e Qualidade Ambiental;Head of Cabinet;MP, MOP23;Brazil;1;Lista transcrita pelo secretariado;3358
Ms.;Magna Luduvice;"National Ozone Unit Officer 
Department of Climate Change 
Ministry of the Environment 
Esplanada dos Ministérios bloco B,8° Andar sala 845 
Brasilia DF 70068-900 
Brazil";NA;Ministry of the Environment;Department of Climate Change, National Ozone Unit;Unit Officer;MP, MOP23;Brazil;2;Lista transcrita pelo secretariado;1399
Ms.;Ana Carolina Lamy;"Federal Inspector 
Department of Agricultural Inputs 
Ministry of Agriculture 
Esplanada Dos Ministerios, Bloco D, Sala 327 
Brasilia DF 70.000 
Brazil";NA;MAPA;Departamento de Insumos Agrícolas;Federal Inspector;MP, MOP23;Brazil;3;Lista transcrita pelo secretariado;3359
Ms.;Flavia Kariny Pereira Mota;"Environmental Analyst 
Directory of Environmental Quality 
Brazilian Institute of Environment 
SCEN Trecho 2 Edificio Sede do IBAMA 
Brasilia DF-70818-900 
Brazil";NA;IBAMA;Diretoria de Qualidade Ambiental;Environmental Analyst;MP, MOP23;Brazil;4;Lista transcrita pelo secretariado;3330
Ms.;Maria Nazareth Farani de Azevedo;"Ambassador
Permanent Mission of Brazil in Geneva";NA;MRE;Missão Permanente do Brasil em Genebra;Ambassador;MP, MOP24;Brazil;1;Lista transcrita pelo secretariado;3322
Ms.;Magna Luduvice;"Coordinator
Coordination of the Ozone Layer Protection
Secretariat of Climate Change and Environment Quality
Department of Climate Change
Coordination of the Ozone Layer Protection
Ministry of the Environment";NA;MMA;Coordenação de Proteção à Camada de Ozônio, Departamento de Mudanças Climáticas, Secretaria de Mudanças Climáticas e Qualidade Ambiental;Coordinator;MP, MOP24;Brazil;2;Lista transcrita pelo secretariado;3360
Ms.;Maria Luiza Escorel de Moraes;"Minister Councillor
Permanent Mission of Brazil in Geneva";NA;MRE;Missão Permanente do Brasil em Genebra;Ministro Conselheiro;MP, MOP24;Brazil;3;Lista transcrita pelo secretariado;3322
Mr.;Tulio Cesar Mourthe de Alvim Andrade;"Diplomat
Department of Environment and Special Themes
Ministry of External Relations
Esplanada dos Ministérios
Brasilia DF 70068-900
Brazil";NA;MRE;Departamento de Meio Ambiente e Temas Especiais;NA;MP, MOP24;Brazil;4;Lista transcrita pelo secretariado;3356
Ms.;Sophie Crockett-Chaves;"Intern
Permanent Mission of Brazil to Geneva";NA;MRE;Missão Permanente do Brasil em Genebra;Intern;MP, MOP24;Brazil;5;Lista transcrita pelo secretariado;3322
Mr.;André Costa Misi;"First Secretary
Permanent Mission of Brazil
Ministry of Foreign Affairs";NA;MRE;Missão Permanente do Brasil em Genebra;First Secretary;MP, MOP24;Brazil;6;Lista transcrita pelo secretariado;3322
Ms.;Miriam Potzernheim;"Environmental Analyst
Directory of Environmental Quality, IBAMA
Brazilian Federal Environmental Agency
SCEN Trecho 2 - Ed. Sede
Bloco C,1° andar
Brasilia-DF 70000
Brazil";NA;IBAMA;Diretoria de Qualidade Ambiental;Environmental Analyst;MP, MOP24;Brazil;7;Lista transcrita pelo secretariado;3330
H.E. Mr.;Jose Mauricio Bustani;"Ambassador
Embassy of Brazil in Paris
34 Cours Albert 1 Premier
Paris 75008
FRANCE";NA;MRE;Embaixada do Brasil em Paris;Ambassador;MP, MOP26;Brazil;1;Lista transcrita pelo secretariado;3298
Mr.;Achilles Zaluar;"Ministre-Conseiller
Embassy of Brazil in Paris
34 Cours Albert 1 Premier
Paris 75008
FRANCE";NA;MRE;Embaixada do Brasil em Paris;Ministro Conselheiro;MP, MOP26;Brazil;2;Lista transcrita pelo secretariado;3298
Mr.;Luiz Santos;"Second Secretary
Embassy of Brazil in Paris
34 Cours Albert 1 Premier
Paris 75008
FRANCE";NA;MRE;Embaixada do Brasil em Paris;Second Secretary;MP, MOP26;Brazil;3;Lista transcrita pelo secretariado;3298
Mr.;Rafael da Soler;"Third Secretary 
Division of Climate, Ozone and Chemical Safety 
Ministry of External Relations 
Brasilia, DF 
BRAZIL";NA;Ministry of External Relations;Division of Climate, Ozone and Chemical Safety;Third Secretary;MP, MOP26;Brazil;4;Lista transcrita pelo secretariado;1351
Mrs.;Magna Luduvice;"Manager
Management of the Ozone Layer Protection, Department of Climate Change
Ministry of Environment
SEPN 505 Bloco B sala 303
Brasilia/DF 70730-542
BRAZIL";NA;MMA;Departamento de Mudanças Climáticas, Gerência de Proteção da Camada de Ozônio;Manager;MP, MOP26;Brazil;5;Lista transcrita pelo secretariado;3329
Ms.;Gabriela Lira;"Environmental Analyst
Management of the Ozone Layer Protection, Department of Climate Change
Ministry of Environment
SEPN 505 Bloco B sala 303
Brasilia/DF 70730-542
BRAZIL";NA;MMA;Departamento de Mudanças Climáticas, Gerência de Proteção da Camada de Ozônio;Environmental Analyst;MP, MOP26;Brazil;6;Lista transcrita pelo secretariado;3329
Mrs.;Miriam Potzernheim;"Environmental Analyst
Board of Environmental Quality
IBAMA
SCEN Trecho 2 - Ed. Sede Ibama, Bl C, 1º andar, COREM
Brasilia/DF 70818-900
BRAZIL";NA;IBAMA;Diretoria de Qualidade Ambiental;Environmental Analyst;MP, MOP26;Brazil;7;Lista transcrita pelo secretariado;3330
Mr.;Rafael da Soler;"Third Secretary
Division of Climate, Ozone and Chemical Safety (DCLIMA)
Ministry of External Relations
Esplanada dos Ministérios, Bloco H, Anexo II, Sala 204
Brasilia, DF 70170-900
BRAZIL";NA;MRE;Divisão de Clima, Ozônio e Segurança Química;Third Secretary;MP, MOP27;Brazil;1;Lista transcrita pelo secretariado;3361
Mrs.;Magna Luduvice;"National Ozone Unit Officer
Management of the Ozone Layer Protection, Department of Climate Change
Ministry of Environment
SEPN 505 Bloco B sala 307
Brasilia/DF 70730-542
BRAZIL";NA;MMA;Departamento de Mudanças Climáticas, Gerência de Proteção da Camada de Ozônio, Unidade Nacional de Ozônio;Unit Officer;MP, MOP27;Brazil;2;Lista transcrita pelo secretariado;3328
Ms.;Gabriela Lira;"Environmental Analyst
Management of the Ozone Layer Protection, Department of Climate Change
Ministry of Environment
SEPN 505 Bloco B sala 303
Brasilia/DF 70730-542
BRAZIL";NA;MMA;Departamento de Mudanças Climáticas, Gerência de Proteção da Camada de Ozônio, Unidade Nacional de Ozônio;Environmental Analyst;MP, MOP27;Brazil;3;Lista transcrita pelo secretariado;3328
Mrs.;Miriam Potzernheim;"Environmental Analyst
Board of Environmental Quality
IBAMA
SCEN Trecho 2 - Ed. Sede Ibama, Bl C, 1º andar, COREM
Brasilia/DF 70818-900
BRAZIL";NA;IBAMA;Diretoria de Qualidade Ambiental;Environmental Analyst;MP, MOP27;Brazil;4;Lista transcrita pelo secretariado;3330
H.E.;Marcela M. Nicodemos;"Ambassador of Brazil 
Permanent Representative to UNEP and UN-Habitat 
Permanent Mission of Brazil in Nairobi 
121 UN Crescent 
P. O. Box 30754 Nairobi 00100 KENYA";NA;MRE;Missão Permanente do Brasil junto à UNEP;"Ambassador; Permanent Representative";MP, MOP28;Brazil;1;Lista transcrita pelo secretariado;3362
Mr.;Rafael da Soler;"Third Secretary 
Division of Climate Change (DCLIMA) 
Ministry of Foreign Affairs 
Esplanada dos Ministérios, Bloco H, Anexo II, Sala 204 
Brasilia, DF 70170-900 
BRAZIL";NA;MRE;Divisão de Mudanças Climáticas;Third Secretary;MP, MOP28;Brazil;2;Lista transcrita pelo secretariado;3363
Mrs.;Magna Luduvice;"National Ozone Unit Officer 
Management of the Ozone Layer Protection 
Department of Climate Change 
Ministry of Environment 
SEPN 505 Bloco B sala 303 
Brasilia/DF 70730-542 
BRAZIL";NA;MMA;Departamento de Mudanças Climáticas, Gerência de Proteção da Camada de Ozônio, Unidade Nacional de Ozônio;Unit Officer;MP, MOP28;Brazil;3;Lista transcrita pelo secretariado;3328
Mrs.;Gabriela Lira;"Environmental Analyst 
Management of the Ozone Layer Protection 
Department of Climate Change 
Ministry of Environment 
SEPN 505 Bloco B sala 303 
Brasilia/DF 70730-542 
BRAZIL";NA;MMA;Departamento de Mudanças Climáticas, Gerência de Proteção da Camada de Ozônio;Environmental Analyst;MP, MOP28;Brazil;4;Lista transcrita pelo secretariado;3329
H.E. Ms.;Mitzi Costa;"Ambassador
Permanent Delegation of Brazil to ICAO";NA;MRE;Delegação Permanente do Brasil junto à ICAO;Ambassador;MP, MOP29;Brazil;1;Lista transcrita pelo secretariado;3364
Mr.;Luis Henrique Sacchi Guadagnin;"Alternate Representative
Permanent Delegation of Brazil to ICAO";NA;MRE;Delegação Permanente do Brasil junto à ICAO;Alternate Representative;MP, MOP29;Brazil;2;Lista transcrita pelo secretariado;3364
Ms.;Patricia Soares Leite;Ministry of Foreign Affairs;NA;MRE;NA;NA;MP, MOP29;Brazil;3;Lista transcrita pelo secretariado;3271
Ms.;Luciana Caitano;"Environmental Analyst
Board of Environmental Quality IBAMA
Esplanada dos Ministerios, Bloco B, 5º andar
Brasilia/DF 70818-900
BRAZIL";NA;IBAMA;Diretoria de Qualidade Ambiental;Environmental Analyst;MP, MOP29;Brazil;4;Lista transcrita pelo secretariado;3330
Mr.;Guilherme do Prado Lima;"Second Secretary
Permanent Delegation of Brazil to ICAO";NA;MRE;Delegação Permanente do Brasil junto à ICAO;Second Secretary;MP, MOP29;Brazil;5;Lista transcrita pelo secretariado;3364
Ms.;Gabriela Lira;"Environmental Analyst
Department of Monitoring, Finance and Support, Secretariat of Climate Change and Forestry
Ministry of the Environment";NA;MMA;Departamento de Monitoramento, Apoio e Fomento de Ações em Mudança do Clima, Secretaria de Mudanças Climáticas e Florestas;Environmental Analyst;MP, MOP29;Brazil;6;Lista transcrita pelo secretariado;3365
Ms.;Magna Luduvice;"National Ozone Unit Officer
Department of Monitoring, Finance and Support, Secretariat of Climate Change and Forestry
Ministry of the Environment";NA;MMA;Unidade Nacional de Ozônio, Departamento de Monitoramento, Apoio e Fomento de Ações em Mudança do Clima, Secretaria de Mudanças Climáticas e Florestas;Unit Officer;MP, MOP29;Brazil;7;Lista transcrita pelo secretariado;3366
H.E. Mr.;Fernando José Marroni de Abreu;"Ambassador
Permanent Representative of Brazil to FAO, IFAD and WFP
Ministry of Foreign Affairs of Brazil";NA;MRE;Missão Permanente do Brasil junto à FAO, IFAD e WFP;"Ambassador; Permanent Representative";MP, MOP31;Brazil;1;Lista transcrita pelo secretariado;3367
Mr.;Paulo Cezar Rotella Braga;"First Secretary
Division of Environment II
Ministry of Foreign Affairs of Brazil";NA;MRE;Divisão de Meio Ambiente II;First Secretary;MP, MOP31;Brazil;2;Lista transcrita pelo secretariado;3368
Ms.;Lucianara Andrade Fonseca;"Second Secretary
Alternate Permanent Representative of Brazil to FAO, WFP and IFAD
Ministry of Foreign Affairs of Brazil";NA;MRE;Missão Permanente do Brasil junto à FAO, IFAD e WFP;"Second Secretary; Alternate Permanent Representative";MP, MOP31;Brazil;3;Lista transcrita pelo secretariado;3367
